Bureau of Justice Statistics,,,,,,,,,,,
Filename: p08at05.csv,,,,,,,,,,,
"Appendix table 5. Sentenced prisoners under the jurisdiction of state or federal correctional authorities, by jurisdiction, December 31, 2000, 2007 and 2008",,,,,,,,,,,
Report title: Prisoners in 2008 NCJ 228417,,,,,,,,,,,
"Data source: National Prisoner Statistics, 1b",,,,,,,,,,,
"Authors: William J. Sabol, Ph.D., Heather C. West, Ph.D., and Matthew Cooper",,,,,,,,,,,
Refer questions to: askbjs@usdoj.gov   202-307-0765,,,,,,,,,,,
"Date of version: December 8, 2009",,,,,,,,,,,
,,,,,,,,,,,
"Appendix table 5: Sentenced prisoners under the jurisdiction of state or federal correctional authorities, by jurisdiction, December 31, 2000, 2007 and 2008",,,,,,,,,,,
,,Number of sentenced prisoners,,,,,,,,,
Region and jurisdiction,,12/31/2000,,12/31/2007,,12/31/2008,,"Average annual change, 2000-2007",,"Percent change, 2007-2008",
U.S. total,,"1,331,278",,"1,532,850",,"1,540,036",,2,%,0.5,%
,Federal,"125,044",,"179,204",,"182,333",,5.3,,1.7,
,State,"1,206,234",,"1,353,646",,"1,357,703",,1.7,,0.3,
Northeast,,"166,632",,"167,694",,"168,340",,0.1,%,0.4,%
,Connecticut/a,"13,155",,"14,397",,"14,271",,1.3,,-0.9,
,Maine,"1,635",,"1,950",,"1,985",,2.5,,1.8,
,Massachusetts,"9,479",,"9,872",,"10,166",,0.6,,3,
,New Hampshire,"2,257",,"2,930",,"2,904",,3.8,,-0.9,
,New Jersey/b,"29,784",,"26,827",,"25,953",,-1.5,,-3.3,
,New York,"70,199",,"62,174",,"59,959",,-1.7,,-3.6,
,Pennsylvania,"36,844",,"45,446",,"48,962",,3,,7.7,
,Rhode Island/a,"1,966",,"2,481",,"2,522",,3.4,,1.7,
,Vermont/a,"1,313",,"1,617",,"1,618",,3,,0.1,
Midwest,,"236,458",,"261,391",,"261,397",,1.4,%,0,%
,Illinois,"45,281",,"45,215",,"45,474",,0,,0.6,
,Indiana,"19,811",,"27,114",,"28,301",,4.6,,4.4,
,Iowa/c,"7,955",,"8,732",,"8,766",,1.3,,0.4,
,Kansas,"8,344",,"8,696",,"8,539",,0.6,,-1.8,
,Michigan,"47,718",,"50,233",,"48,738",,0.7,,-3,
,Minnesota,"6,238",,"9,468",,"9,406",,6.1,,-0.7,
,Missouri,"27,519",,"29,844",,"30,175",,1.2,,1.1,
,Nebraska,"3,816",,"4,329",,"4,424",,1.8,,2.2,
,North Dakota,994,,"1,416",,"1,452",,5.2,,2.5,
,Ohio,"45,833",,"50,731",,"51,686",,1.5,,1.9,
,South Dakota,"2,613",,"3,306",,"3,333",,3.4,,0.8,
,Wisconsin,"20,336",,"22,307",,"21,103",,1.3,,-5.4,
South,,"538,997",,"615,535",,"617,161",,1.9,%,0.3,%
,Alabama,"26,034",,"28,605",,"29,694",,1.4,,3.8,
,Arkansas,"11,851",,"14,310",,"14,660",,2.7,,2.4,
,Delaware/a,"3,937",,"4,201",,"4,067",,0.9,,-3.2,
,District of Columbia,"5,008",,~,,~,,:,,:,
,Florida,"71,318",,"98,219",,"102,388",,4.7,,4.2,
,Georgia/c,"44,141",,"54,232",,"52,705",,3,,-2.8,
,Kentucky,"14,919",,"21,823",,"21,059",,5.6,,-3.5,
,Louisiana,"35,207",,"37,341",,"37,804",,0.8,,1.2,
,Maryland,"22,490",,"22,780",,"22,749",,0.2,,-0.1,
,Mississippi,"19,239",,"21,502",,"21,698",,1.6,,0.9,
,North Carolina,"27,043",,"33,016",,"34,229",,2.9,,3.7,
,Oklahoma,"23,181",,"24,197",,"24,210",,0.6,,0.1,
,South Carolina,"21,017",,"23,314",,"23,456",,1.5,,0.6,
,Tennessee,"22,166",,"26,267",,"27,228",,2.5,,3.7,
,Texas,"158,008",,"161,695",,"156,979",,0.3,,-2.9,
,Virginia,"29,643",,"37,984",,"38,216",,3.6,,0.6,
,West Virginia,"3,795",,"6,049",,"6,019",,6.9,,-0.5,
West,,"264,147",,"309,026",,"310,805",,2.3,%,0.6,%
,Alaska,"2,128",,"3,072",,"2,966",,5.4,,-3.5,
,Arizona/c,"25,412",,"35,490",,"37,188",,4.9,,4.8,
,California,"160,412",,"172,856",,"172,583",,1.1,,-0.2,
,Colorado/b,"16,833",,"22,841",,"23,274",,4.5,,1.9,
,Hawaii/a,"3,553",,"4,367",,"4,304",,3,,-1.4,
,Idaho,"5,535",,"7,319",,"7,290",,4.1,,-0.4,
,Montana,"3,105",,"3,431",,"3,579",,1.4,,4.3,
,Nevada/d,"10,063",,"13,245",,"12,743",,:,,:,
,New Mexico,"4,666",,"6,225",,"6,315",,4.2,,1.4,
,Oregon,"10,553",,"13,918",,"14,131",,4,,1.5,
,Utah,"5,541",,"6,421",,"6,422",,2.1,,0,
,Washington,"14,666",,"17,757",,"17,926",,2.8,,1,
,Wyoming,"1,680",,"2,084",,"2,084",,3.1,,0,
Note: Totals based on prisoners with a sentence of more than 1 year. ,,,,,,,,,,,
"~Not applicable. After 2001, responsibility for sentenced felons from the District of Columbia was transferred to the Federal Bureau of Prisons.",,,,,,,,,,,
:Not calculated,,,,,,,,,,,
a/Prisons and jails form one integrated system. Data include total jail and prison populations. ,,,,,,,,,,,
b/Includes some prisoners sentenced to 1 year or less. ,,,,,,,,,,,
c/Prison population based on custody counts. ,,,,,,,,,,,
"d/Includes estimates for Nevada for December 31, 2007. See Methodology.",,,,,,,,,,,
